"lang"
{
	"Language"	"Russian"
		"DOTA_Tooltip_ability_holdout_culling_blade_leap_acceleration"                                    "СКАЧКОВОЕ УСКОРЕНИЕ:"
		"DOTA_Tooltip_ability_holdout_culling_blade_leap_radius"                                          "РАДИУС СКАЧКА:"
		"DOTA_Tooltip_ability_holdout_culling_blade_cooldown_scepter"                                     "ПЕРЕЗАРЯДКА СКИПЕТРА:"
		"DOTA_Tooltip_ability_holdout_tornado_tempest_vision_distance"                                    "РАССТОЯНИЕ ЗРЕНИЯ:"
		"DOTA_Tooltip_ability_holdout_tornado_tempest_end_vision_duration"                                "ПРОДОЛЖИТЕЛЬНОСТЬ КОНЕЧНОГО ВИДЕНИЯ:"
		"DOTA_Tooltip_ability_holdout_tornado_tempest_cyclone_min_height"                                 "МИН. ВЫСОТА ЦИКЛОНА:"
		"DOTA_Tooltip_ability_holdout_tornado_tempest_cyclone_initial_height"                             "НАЧАЛЬНАЯ ВЫСОТА ЦИКЛОНА:"
		"DOTA_Tooltip_ability_holdout_tornado_tempest_cyclone_max_height"                                 "МАКС. ВЫСОТА ЦИКЛОНА:"
		"DOTA_Tooltip_ability_holdout_acid_skin_Description"                                              "Пассивный.Кислотная кожа применяет эффекты, перечисленные ниже."
		"DOTA_Tooltip_ability_holdout_acid_skin_max_range_tooltip"                                        "МАКС. ДИАПАЗОН:"
		"DOTA_Tooltip_ability_holdout_shadow_bolt_blast_speed"                                            "СКОРОСТЬ ВЗРЫВА:"
		"DOTA_Tooltip_ability_holdout_consuming_flame_tick_time"                                          "ТИКОВАЯ СТАВКА:"
		"DOTA_Tooltip_ability_holdout_bristleback_side_angle"                                             "БОКОВОЙ УГОЛ:"
		"DOTA_Tooltip_ability_holdout_bristleback_back_angle"                                             "УГОЛ НАЗАД:"
		"DOTA_Tooltip_ability_imba_sven_storm_bolt_speed"                                                 "СКОРОСТЬ:"
		"DOTA_Tooltip_ability_imba_sven_storm_bolt_vision_radius"                                         "РАДИУС ВИДЕНИЯ:"
		"DOTA_Tooltip_ability_creature_death_pulse_Description"                                           "Активирует «Пульс смерти».См. значения ниже для получения точных результатов."
		"DOTA_Tooltip_ability_creature_death_pulse_area_of_effect"                                        "ОБЛАСТЬ ДЕЙСТВИЯ:"
		"DOTA_Tooltip_ability_creature_death_pulse_heal"                                                  "ИСЦЕЛЕНИЕ:"
		"DOTA_Tooltip_ability_creature_death_pulse_projectile_speed"                                      "СКОРОСТЬ СНАРЯДА:"
		"DOTA_Tooltip_ability_xhs_creeps_phase_2_endurance_aura_endurance_bonus_movement_speed"           "БОНУС % ВЫНОСЛИВОСТИ СКОРОСТЬ ДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_grom_hellscream_mirror_image_outgoing_damage"                               "% ИСХОДЯЩЕГО УРОНА:"
		"DOTA_Tooltip_ability_grom_hellscream_mirror_image_incoming_damage"                               "% ВХОДЯЩЕГО УРОНА:"
		"DOTA_Tooltip_ability_grom_hellscream_mirror_image_invuln_duration"                               "ПРОДОЛЖИТЕЛЬНОСТЬ ИНВУЛЬНЫ:"
		"DOTA_Tooltip_ability_grom_hellscream_bladefury_blade_fury_damage_tick"                           "ОТКЛИК УРОНА BLADE FURY:"
		"DOTA_Tooltip_ability_grom_hellscream_bladefury_blade_fury_damage"                                "УРОН ЯРОСТИ ЛЕЗВИЯ:"
		"DOTA_Tooltip_ability_divine_aura_bonus_attack_speed"                                             "БОНУСНАЯ СКОРОСТЬ АТАКИ:"
		"DOTA_Tooltip_ability_arthas_knights_armor_damage_reduction"                                      "% СНИЖЕНИЯ УРОНА:"
		"DOTA_Tooltip_ability_arthas_light_roar_radius"                                                   "РАДИУС:"
		"DOTA_Tooltip_ability_creature_starfall_starfall_delay"                                           "ЗАДЕРЖКА ЗВЕЗДОПАДА:"
		"DOTA_Tooltip_ability_holdout_requiem_radius"                                                     "РАДИУС:"
		"DOTA_Tooltip_ability_holdout_requiem_reduction_damage"                                           "% УМЕНЬШЕНИЯ УРОНА:"
		"DOTA_Tooltip_ability_holdout_requiem_soul_conversion"                                            "ПРЕОБРАЗОВАНИЕ ДУШИ:"
		"DOTA_Tooltip_ability_holdout_requiem_line_width_start"                                           "ШИРИНА ЛИНИИ НАЧАЛО:"
		"DOTA_Tooltip_ability_holdout_requiem_line_width_end"                                             "КОНЕЦ ШИРИНЫ ЛИНИИ:"
		"DOTA_Tooltip_ability_holdout_requiem_line_speed"                                                 "СКОРОСТЬ ЛИНИИ:"
		"DOTA_Tooltip_ability_holdout_odin_percentage_over_model_scale"                                   "% ПРОЦЕНТА ОТ МАСШТАБА МОДЕЛИ:"
		"DOTA_Tooltip_ability_holdout_sacred_pool_tick_rate"                                              "ТИКОВАЯ СТАВКА:"
		"DOTA_Tooltip_ability_holdout_healing_ward_Description"                                           "Призывает подконтрольный юнит.См. значения ниже для продолжительности и статистики юнитов."
		"DOTA_Tooltip_ability_holdout_healing_ward_aura_radius"                                           "РАДИУС АУРЫ:"
		"DOTA_Tooltip_ability_holdout_healing_ward_bonus_health_regen"                                    "БОНУСНОЕ ВОССТАНОВЛЕНИЕ ЗДОРОВЬЯ:"
		"DOTA_Tooltip_ability_holdout_devour_health_per_second"                                           "ЗДОРОВЬЯ В СЕКУНДУ:"
		"DOTA_Tooltip_ability_holdout_static_remnant_static_remnant_radius"                               "СТАТИЧЕСКИЙ ОСТАТОЧНЫЙ РАДИУС:"
		"DOTA_Tooltip_ability_holdout_static_remnant_static_remnant_delay"                                "СТАТИЧЕСКАЯ ОСТАТОЧНАЯ ЗАДЕРЖКА:"
		"DOTA_Tooltip_ability_xhs_spirit_master_overload_aoe"                                             "АОЭ:"
		"DOTA_Tooltip_ability_xhs_spirit_master_overload_move_slow"                                       "% ЗАМЕДЛЕННОСТИ ДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_xhs_spirit_master_overload_attack_slow"                                     "ЗАМЕДЛЕНИЕ СКОРОСТИ АТАКИ:"
		"DOTA_Tooltip_ability_holdout_spirit_int_transformation_time"                                     "ВРЕМЯ ТРАНСФОРМАЦИИ:"
		"DOTA_Tooltip_ability_holdout_spirit_str_transformation_time"                                     "ВРЕМЯ ТРАНСФОРМАЦИИ:"
		"DOTA_Tooltip_ability_holdout_spirit_agi_transformation_time"                                     "ВРЕМЯ ТРАНСФОРМАЦИИ:"
		"DOTA_Tooltip_ability_creature_firestorm_wave_duration"                                           "ПРОДОЛЖИТЕЛЬНОСТЬ ВОЛНЫ:"
		"DOTA_Tooltip_ability_creature_firestorm_burn_interval"                                           "ИНТЕРВАЛ ГОРЕНИЯ:"
		"DOTA_Tooltip_ability_creature_firestorm_first_wave_delay"                                        "ЗАДЕРЖКА ПЕРВОЙ ВОЛНЫ:"
		"DOTA_Tooltip_ability_demonhunter_immolation_tick_time"                                           "ТИКОВАЯ СТАВКА:"
		"DOTA_Tooltip_ability_demonhunter_immolation_small_tick_time"                                     "ТИКОВАЯ СТАВКА:"
		"DOTA_Tooltip_ability_demonhunter_roar"                                                           "Рев охотника на демонов"
		"DOTA_Tooltip_ability_demonhunter_roar_Description"                                               "Заставляет ближайших врагов бежать на короткое время."
		"DOTA_Tooltip_ability_demonhunter_roar_radius"                                                    "РАДИУС:"
		"DOTA_Tooltip_ability_demonhunter_roar_bonus_damage_percentage"                                   "% БОНУСНОГО ПРОЦЕНТА УРОНА:"
		"DOTA_Tooltip_ability_demonhunter_roar_armor_bonus"                                               "БОНУС БРОНИ:"
		"DOTA_Tooltip_ability_demonhunter_roar_duration"                                                  "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_balanar_rain_of_chaos_duration"                                             "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_balanar_rain_of_chaos_golem_duration"                                       "ПРОДОЛЖИТЕЛЬНОСТЬ ГОЛЕМА:"
		"DOTA_Tooltip_ability_balanar_rain_of_chaos_seek_radius"                                          "ПОИСК РАДИУСА:"
		"DOTA_Tooltip_ability_undead_disease_cloud"                                                       "Облако болезней нежити"
		"DOTA_Tooltip_ability_undead_disease_cloud_Description"                                           "Распространяет облако болезни, которое с течением времени наносит урон ближайшим врагам."
		"DOTA_Tooltip_ability_undead_disease_cloud_radius"                                                "РАДИУС:"
		"DOTA_Tooltip_ability_undead_disease_cloud_damage_per_second"                                     "УРОН В СЕКУНДУ:"
		"DOTA_Tooltip_ability_undead_disease_cloud_debuff_duration"                                       "ПРОДОЛЖИТЕЛЬНОСТЬ ДЕБАФФА:"
		"DOTA_Tooltip_ability_banehallow_stampede_time_between_skulls"                                    "ВРЕМЯ МЕЖДУ ЧЕРЕПАМИ:"
		"DOTA_Tooltip_ability_banehallow_stampede_duration"                                               "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_creature_chronosphere_base_radius"                                          "БАЗОВЫЙ РАДИУС:"
		"DOTA_Tooltip_ability_creature_chronosphere_movement_speed"                                       "СКОРОСТЬ ПЕРЕДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_furbolg_earthshock_radius"                                                  "РАДИУС:"
		"DOTA_Tooltip_ability_furbolg_earthshock_duration"                                                "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_furbolg_earthshock_base_damage"                                             "БАЗОВЫЙ УРОН:"
		"DOTA_Tooltip_ability_furbolg_earthshock_slow_pct"                                                "%МЕДЛЕННО:"
		"DOTA_Tooltip_ability_holdout_electric_vortex_electric_vortex_pull_units_per_second"              "ЭЛЕКТРИЧЕСКИЕ ВИХРЕВЫЕ ЕДИНСТВА ТЯГИ В СЕКУНДУ:"
		"DOTA_Tooltip_ability_holdout_electric_vortex_electric_vortex_pull_tether_range"                  "ДИАПАЗОН ЭЛЕКТРИЧЕСКОГО VORTEX TULL TETHER:"
		"DOTA_Tooltip_ability_holdout_electric_vortex_electric_vortex_self_slow"                          "% ЭЛЕКТРИЧЕСКИЙ ВИХРЬ САМОМЕДЛЕННЫЙ:"
		"DOTA_Tooltip_ability_holdout_electric_vortex_electric_vortex_self_slow_duration"                 "ПРОДОЛЖИТЕЛЬНОСТЬ ЭЛЕКТРИЧЕСКОГО ВИХРЯ САМОЗАМЕДЛЕНИЯ:"
		"DOTA_Tooltip_ability_frostivus_boss_necromastery"                                                "Некромастерство"
		"DOTA_Tooltip_ability_frostivus_boss_necromastery_Description"                                    "Способность босса.См. значения ниже для точного времени, урона и масштабирования."
		"DOTA_Tooltip_ability_frostivus_boss_immolation"                                                  "Сожжение"
		"DOTA_Tooltip_ability_frostivus_boss_immolation_Description"                                      "Способность босса.См. значения ниже для точного времени, урона и масштабирования."
		"DOTA_Tooltip_ability_frostivus_boss_immolation_damage"                                           "УРОН:"
		"DOTA_Tooltip_ability_frostivus_boss_immolation_radius"                                           "РАДИУС:"
		"DOTA_Tooltip_ability_frostivus_boss_immolation_delay"                                            "ЗАДЕРЖКА:"
		"DOTA_Tooltip_ability_frostivus_boss_ragna_blade"                                                 "Рагна Клинок"
		"DOTA_Tooltip_ability_frostivus_boss_ragna_blade_Description"                                     "Способность босса.См. значения ниже для точного времени, урона и масштабирования."
		"DOTA_Tooltip_ability_frostivus_boss_ragna_blade_damage_pct"                                      "% ПОВРЕЖДЕНИЯ:"
