"addon_game_name"													"X Hero Siege"
"DOTA_Tooltip_ability_holdout_mana_shield_Lore"						""
"DOTA_Tooltip_ability_holdout_mana_shield_damage_per_mana"			"DAMAGE ABSORBED:"
"DOTA_Tooltip_ability_holdout_mana_shield_absorption_tooltip"			"ABSORPTION:"
"DOTA_Tooltip_modifier_holdout_mana_shield"							"Mana Shield"
"DOTA_Tooltip_modifier_holdout_mana_shield_Description"				"Absorbs %dMODIFIER_PROPERTY_TOOLTIP%%% of incoming damage. Each point of mana absorbs %fMODIFIER_PROPERTY_TOOLTIP2% damage."

"DOTA_Tooltip_ability_holdout_elemental_wave"							"Elemental Wave"
"DOTA_Tooltip_ability_holdout_elemental_wave_Description"				"Releases huge Crushing Waves that deals heavy damage."
"DOTA_Tooltip_ability_holdout_elemental_wave_Note0"						"Crushing Waves stops when hit an enemy."
"DOTA_Tooltip_ability_holdout_elemental_wave_health_drain"				"HEALTH/MANA DRAIN:"
"DOTA_Tooltip_ability_holdout_elemental_wave_cast_range_tooltip"		"RANGE:"
"DOTA_Tooltip_ability_holdout_elemental_wave_duration_tooltip"			"DURATION:"
"DOTA_Tooltip_ability_holdout_elemental_wave_tick_rate"					"TICK RATE:"

"DOTA_Tooltip_ability_holdout_rain_of_ice"								"Rain of Ice"
"DOTA_Tooltip_ability_holdout_rain_of_ice_Description"					"Fire multiple Moonstrikes on a target area, dealing massive damage and stunning enemies."
"DOTA_Tooltip_ability_holdout_rain_of_ice_Note0"						"Lasts 2.1 seconds."
"DOTA_Tooltip_ability_holdout_rain_of_ice_duration"						"DURATION:"
"DOTA_Tooltip_ability_holdout_rain_of_ice_damage_per_unit"				"DAMAGE PER MOONSTRIKES:"
"DOTA_Tooltip_ability_holdout_rain_of_ice_radius"						"RADIUS:"
"DOTA_Tooltip_ability_holdout_rain_of_ice_stun_duration"				"STUN DURATION:"
"DOTA_Tooltip_ability_holdout_rain_of_ice_time_between_explosions"		"TIME BETWEEN EXPLOSIONS:"
"DOTA_Tooltip_ability_holdout_rain_of_ice_delay"						"DELAY:"
"DOTA_Tooltip_ability_holdout_rain_of_ice_number_of_unit"				"NUMBER OF MOONSTRIKES:"
"DOTA_Tooltip_ability_holdout_rain_of_ice_total_damage_tooltip"			"TOTAL DAMAGE:"

//BLOOD MAGE
"DOTA_Tooltip_ability_holdout_burning_oil"								"Burning Oil"
"DOTA_Tooltip_ability_holdout_burning_oil_Description"					"Bombards an area after a short delay with burning oil, dealing damage to enemy units and burning them. \n Initial Damage is applied twice."
"DOTA_Tooltip_ability_holdout_burning_oil_first_strike_dps"				"INITIAL DAMAGE:"
"DOTA_Tooltip_ability_holdout_burning_oil_burn_dps"						"BURN DAMAGE:"
"DOTA_Tooltip_ability_holdout_burning_oil_burn_duration"				"BURN DURATION:"
"DOTA_Tooltip_ability_holdout_burning_oil_delay"						"DELAY:"
"DOTA_Tooltip_ability_holdout_burning_oil_total_damage"					"TOTAL DAMAGE:"

"DOTA_Tooltip_ability_holdout_dragon_slave_alt"								"Dragon Slave"
"DOTA_Tooltip_ability_holdout_dragon_slave_alt_Description"					"Release a dragon, sending out a wave of fire that scorches every enemy in its path."
"DOTA_Tooltip_ability_holdout_dragon_slave_alt_Lore"						"In the scorched barren of Misrule, the master learned to manipulate the fiery breath of the Desert Wyrm as a form of entertainment."
"DOTA_Tooltip_ability_holdout_dragon_slave_alt_Note0"						"Dragon Slave can hit units up to 1225 units away."
"DOTA_Tooltip_ability_holdout_dragon_slave_alt_damage"						"DAMAGE:"
"DOTA_Tooltip_ability_holdout_dragon_slave_alt_distance"					"DISTANCE:"
"DOTA_Tooltip_ability_holdout_dragon_slave_alt_start_width"					"START WIDTH:"
"DOTA_Tooltip_ability_holdout_dragon_slave_alt_end_width"					"END WIDTH:"

"DOTA_Tooltip_ability_holdout_incinerate"								"Incinerate"
"DOTA_Tooltip_ability_holdout_incinerate_Description"					"Each attack is enhanced with living flames that cling to the target. If a unit dies under this effect, it is incinerated, causing damage to nearby enemy units."
"DOTA_Tooltip_ability_holdout_incinerate_radius"						"RADIUS:"
"DOTA_Tooltip_ability_holdout_incinerate_duration"						"DURATION:"

"DOTA_Tooltip_modifier_incinerate_debuff"								"Incinerate"
"DOTA_Tooltip_modifier_incinerate_debuff_Description"					"Deal AoE damage when dying."

"DOTA_Tooltip_ability_holdout_firebolt"									"Firebolt"
"DOTA_Tooltip_ability_holdout_firebolt_Description"						"Hurls a coil of fire at a target enemy unit, dealing damage and stunning the target for 2 seconds."
"DOTA_Tooltip_ability_holdout_firebolt_blast_stun_duration"				"DURATION:"

"DOTA_Tooltip_ability_holdout_shackles"									"Shackles"
"DOTA_Tooltip_ability_holdout_shackles_Description"						"CHANNELED - Magically binds an enemy unit so that it cannot move or attack, while dealing damage over time."
"DOTA_Tooltip_ability_holdout_shackles_Lore"							"A self-defense incantation, Blood Mage developed shackles after his master was slain in the Bleeding Hills."
"DOTA_Tooltip_ability_holdout_shackles_total_damage"					"TOTAL DAMAGE:"
"DOTA_Tooltip_ability_holdout_shackles_channel_time"					"MAX DURATION:"

"DOTA_Tooltip_ability_holdout_phoenix"									"Summon Phoenix"
"DOTA_Tooltip_ability_holdout_phoenix_Lore"								"The Phoenix will reborn from his ashes."
"DOTA_Tooltip_ability_holdout_phoenix_Description"						"Summon a powerful Phoenix. The Phoenix burns with such intensity that it damage itself and nearby enemy units. Has Spell Immunity, and Resistant Skin. When a Phoenix dies, it creates an egg that will hatch into a Phoenix."
"DOTA_Tooltip_ability_holdout_phoenix_phoenix_count"					"NUMBER OF PHOENIX:"
"DOTA_Tooltip_ability_holdout_phoenix_phoenix_duration"					"DURATION:"
"DOTA_Tooltip_ability_holdout_phoenix_phoenix_damage_per_second"		"SELF DAMAGE:"

"DOTA_Tooltip_ability_blood_mage_phoenix_reborn"					"Reborn"
"DOTA_Tooltip_ability_blood_mage_phoenix_reborn_Description"		"This Phoenix will revive once his hp reach 0."

"DOTA_Tooltip_ability_holdout_rain_of_fire"									"Rain of Fire"
"DOTA_Tooltip_ability_holdout_rain_of_fire_Description"						"Fire multiple Sunstrikes on a target area, dealing massive damage and stunning enemies."
"DOTA_Tooltip_ability_holdout_rain_of_fire_Note0"							"Lasts 2.1 seconds."
"DOTA_Tooltip_ability_holdout_rain_of_fire_duration"						"DURATION:"
"DOTA_Tooltip_ability_holdout_rain_of_fire_damage_per_unit"					"DAMAGE PER SUNSTRIKES:"
"DOTA_Tooltip_ability_holdout_rain_of_fire_radius"							"RADIUS:"
"DOTA_Tooltip_ability_holdout_rain_of_fire_stun_duration"					"STUN DURATION:"
"DOTA_Tooltip_ability_holdout_rain_of_fire_time_between_explosions"			"TIME BETWEEN EXPLOSIONS:"
"DOTA_Tooltip_ability_holdout_rain_of_fire_delay"							"DELAY:"
"DOTA_Tooltip_ability_holdout_rain_of_fire_number_of_unit"					"NUMBER OF SUNSTRIKES:"
"DOTA_Tooltip_ability_holdout_rain_of_fire_total_damage_tooltip"			"TOTAL DAMAGE:"


//PANDAREN BREWMASTER
"DOTA_Tooltip_ability_xhs_brewmaster_drunken_haze"						"Drunken Haze"
"DOTA_Tooltip_ability_xhs_brewmaster_drunken_haze_Lore"					"The Order of the Oyo's solution to all problems - another round!"
"DOTA_Tooltip_ability_xhs_brewmaster_drunken_haze_Description"			"Drenches a small area in alcohol, causing their movement speed to be reduced, and causing their attacks to have a chance to miss."
"DOTA_Tooltip_ability_xhs_brewmaster_drunken_haze_Note0"				"Drunken Haze cannot be disjointed."
"DOTA_Tooltip_ability_xhs_brewmaster_drunken_haze_duration"				"DURATION:"
"DOTA_Tooltip_ability_xhs_brewmaster_drunken_haze_movement_slow"		"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_xhs_brewmaster_drunken_haze_miss_chance"			"%MISS CHANCE:"
"DOTA_Tooltip_ability_xhs_brewmaster_drunken_haze_radius"				"RADIUS:"
"DOTA_Tooltip_ability_xhs_brewmaster_drunken_haze_burn_damage"			"BURN DAMAGE:"
"DOTA_Tooltip_ability_xhs_brewmaster_drunken_haze_burn_duration"		"BURN DURATION:"
"DOTA_Tooltip_ability_xhs_brewmaster_drunken_haze_total_damage_tooltip"	"BURN TOTAL DAMAGE:"



"DOTA_Tooltip_ability_holdout_dragon_slave"								"Dragon Slave"
"DOTA_Tooltip_ability_holdout_dragon_slave_Description"					"Release a dragon, sending out a wave of fire that scorches every enemy in its path. Units affected by Drunken Haze will be burned for a short duration."
"DOTA_Tooltip_ability_holdout_dragon_slave_Lore"						"In the scorched barren of Misrule, the master learned to manipulate the fiery breath of the Desert Wyrm as a form of entertainment."
"DOTA_Tooltip_ability_holdout_dragon_slave_Note0"						"Dragon Slave can hit units up to 1225 units away."
"DOTA_Tooltip_ability_holdout_dragon_slave_damage"						"DAMAGE:"
"DOTA_Tooltip_ability_holdout_dragon_slave_distance"					"DISTANCE:"
"DOTA_Tooltip_ability_holdout_dragon_slave_start_width"					"START WIDTH:"
"DOTA_Tooltip_ability_holdout_dragon_slave_end_width"					"END WIDTH:"

"DOTA_Tooltip_ability_holdout_drunken_brawler"							"Drunken Brawler"
"DOTA_Tooltip_ability_holdout_drunken_brawler_Lore"						"When Mangix won his title as the Brewmaster of the Order of Oyo, he also claimed his place in the mastery of inebriation."
"DOTA_Tooltip_ability_holdout_drunken_brawler_Description"				"Gives a chance to avoid attacks and to deal critical damage. Drunken Brawler will always trigger if you have not attacked, or have not been attacked, in the last several seconds.\n\nStacks diminishingly with other sources of Evasion."
"DOTA_Tooltip_ability_holdout_drunken_brawler_Note0"					"The guaranteed critical attack and guaranteed dodge chance are on separate timers."
"DOTA_Tooltip_ability_holdout_drunken_brawler_dodge_chance"				"%DODGE CHANCE:"
"DOTA_Tooltip_ability_holdout_drunken_brawler_crit_chance"				"%CRIT CHANCE:"
"DOTA_Tooltip_ability_holdout_drunken_brawler_crit_multiplier"			"%CRIT DAMAGE:"
"DOTA_Tooltip_ability_holdout_drunken_brawler_last_proc"				"CERTAIN TRIGGER TIMER:"

"DOTA_Tooltip_ability_holdout_permanent_immolation"						"Permanent Immolation"
"DOTA_Tooltip_ability_holdout_permanent_immolation_Description"			"Engulf in flames, dealing  %damage_per_tick% damage per second to all enemies in a %radius% radius."

"DOTA_Tooltip_ability_holdout_earthquake"									"Earthquake"
"DOTA_Tooltip_ability_holdout_earthquake_Description"						"Makes the ground tremble and break, causing damage per second in the area of effect and slowing units by 50%/75%. Lasts 10 seconds."
"DOTA_Tooltip_ability_holdout_earthquake_duration"							"DURATION:"
"DOTA_Tooltip_ability_holdout_earthquake_damage_per_sec"					"DAMAGE PER SEC:"
"DOTA_Tooltip_ability_holdout_earthquake_radius"							"RADIUS:"
"DOTA_Tooltip_ability_holdout_earthquake_movement_speed_slow_pct"			"%MOVEMENT SPEED SLOW:"
"DOTA_Tooltip_ability_holdout_earthquake_wave_interval"						"WAVE INTERVAL:"


//CRYPT LORD
"DOTA_Tooltip_ability_nyx_assassin_impale"								"Impale"
"DOTA_Tooltip_ability_nyx_assassin_impale_Description"					"Launches a line of spikes that damages, knocks up, stuns and Infests enemies for %infested_duration% seconds. Right-click toggle: active Carrion Beetles automatically prioritize Infested enemies. Impale is always cast manually."
"DOTA_Tooltip_ability_nyx_assassin_impale_Note0"						"The toggle never casts Impale automatically; it only controls Carrion Beetle target priority."
"DOTA_Tooltip_ability_nyx_assassin_impale_impale_damage"				"DAMAGE:"
"DOTA_Tooltip_ability_nyx_assassin_impale_duration"					"STUN DURATION:"
"DOTA_Tooltip_ability_nyx_assassin_impale_infested_duration"			"INFESTATION DURATION:"

"DOTA_Tooltip_ability_holdout_carrion_beetles"								"Carrion Beetles"
"DOTA_Tooltip_ability_holdout_carrion_beetles_Description"					"Renews the active Carrion Beetle. Its damage scales with the Crypt Lord's Strength and attack damage. Its attacks apply Carrion Plague and deal bonus damage to Infested enemies."
"DOTA_Tooltip_ability_holdout_carrion_beetles_Note0"						"Casting this ability replaces the active Carrion Beetle without changing the current summon count."
"DOTA_Tooltip_ability_holdout_carrion_beetles_wolf_duration"				"DURATION:"
"DOTA_Tooltip_ability_holdout_carrion_beetles_wolf_bat"						"BASE ATTACK TIME:"
"DOTA_Tooltip_ability_holdout_carrion_beetles_wolf_damage"					"DAMAGE:"
"DOTA_Tooltip_ability_holdout_carrion_beetles_wolf_hp"						"HP:"
"DOTA_Tooltip_ability_holdout_carrion_beetles_strength_damage_pct"			"% STRENGTH AS BEETLE DAMAGE:"
"DOTA_Tooltip_ability_holdout_carrion_beetles_hero_attack_damage_pct"		"% HERO ATTACK DAMAGE INHERITED:"
"DOTA_Tooltip_ability_holdout_carrion_beetles_infested_bonus_pct"			"% DAMAGE TO INFESTED ENEMIES:"

"DOTA_Tooltip_ability_holdout_poison_sting"								"Carrion Plague"
"DOTA_Tooltip_ability_holdout_poison_sting_Description"					"Crypt Lord and his Carrion Beetle poison enemies on attack, stacking up to %max_stacks% times. A poisoned enemy explodes on death, damaging nearby enemies and healing the hive. The explosion never spreads Carrion Plague."
"DOTA_Tooltip_ability_holdout_poison_sting_duration"					"DURATION:"
"DOTA_Tooltip_ability_holdout_poison_sting_damage"						"DAMAGE PER SECOND PER STACK:"
"DOTA_Tooltip_ability_holdout_poison_sting_bonus_movement_speed"		"%MOVEMENT SLOW PER STACK:"
"DOTA_Tooltip_ability_holdout_poison_sting_death_burst_damage"			"DEATH BURST PER STACK:"
"DOTA_Tooltip_ability_holdout_poison_sting_death_burst_radius"			"DEATH BURST RADIUS:"
"DOTA_Tooltip_ability_holdout_poison_sting_death_heal"					"HIVE HEAL PER STACK:"

"DOTA_Tooltip_ability_holdout_spiked_carapace"								"Spiked Carapace"
"DOTA_Tooltip_ability_holdout_spiked_carapace_Description"					"Passively grants armor and reflects a percentage of damage actually received, with minimum retaliation against creeps. Activate to reduce incoming damage and release an area spike pulse every %pulse_hits% attacks received."
"DOTA_Tooltip_ability_holdout_spiked_carapace_hero_return_percent"			"%DAMAGE RETURNED TO HEROES:"
"DOTA_Tooltip_ability_holdout_spiked_carapace_creep_return_percent"			"%DAMAGE RETURNED TO CREEPS:"
"DOTA_Tooltip_ability_holdout_spiked_carapace_bonus_armor"					"BONUS ARMOR:"
"DOTA_Tooltip_ability_holdout_spiked_carapace_creep_return_minimum"			"MINIMUM CREEP RETURN:"
"DOTA_Tooltip_ability_holdout_spiked_carapace_active_duration"				"ACTIVE DURATION:"
"DOTA_Tooltip_ability_holdout_spiked_carapace_active_damage_reduction"		"%ACTIVE DAMAGE REDUCTION:"
"DOTA_Tooltip_ability_holdout_spiked_carapace_pulse_damage"					"PULSE DAMAGE:"
"DOTA_Tooltip_ability_holdout_spiked_carapace_pulse_radius"					"PULSE RADIUS:"



"DOTA_Tooltip_ability_holdout_anubarak_claw"								"Frenzy of the Hive"
"DOTA_Tooltip_ability_holdout_anubarak_claw_Description"					"Crypt Lord and his active Carrion Beetle gain attack and movement speed. Kills against poisoned enemies extend the frenzy by %kill_extension% seconds, up to %max_extension% additional seconds."
"DOTA_Tooltip_ability_holdout_anubarak_claw_duration"						"DURATION:"
"DOTA_Tooltip_ability_holdout_anubarak_claw_bonus_attack_speed"				"BONUS ATTACK SPEED:"
"DOTA_Tooltip_ability_holdout_anubarak_claw_kill_extension"					"KILL EXTENSION:"
"DOTA_Tooltip_ability_holdout_anubarak_claw_max_extension"					"MAXIMUM EXTENSION:"

"DOTA_Tooltip_ability_holdout_locust_swarm"								"Locust Swarm"
"DOTA_Tooltip_ability_holdout_locust_swarm_Description"					"Unleashes a swarm that prioritizes Infested enemies, deals bonus damage to them, refreshes Infestation and immediately heals Crypt Lord for part of damage dealt. The swarm also returns its stored healing when it ends."
"DOTA_Tooltip_ability_holdout_locust_swarm_Lore"						"Over time, the banshee remnants of her previous lives return to haunt the present."
"DOTA_Tooltip_ability_holdout_locust_swarm_Note0"						"Radius represents the area in which the spirits will acquire targets around Crypt Lord."
"DOTA_Tooltip_ability_holdout_locust_swarm_Note1"						"Bats damage isn't reduced by damage block abilities."
"DOTA_Tooltip_ability_holdout_locust_swarm_radius"						"RADIUS:"
"DOTA_Tooltip_ability_holdout_locust_swarm_spirits"						"BATS:"
"DOTA_Tooltip_ability_holdout_locust_swarm_heal_percent"				"%LIFE DRAIN:"
"DOTA_Tooltip_ability_holdout_locust_swarm_average_damage"				"BATS DAMAGE:"
"DOTA_Tooltip_ability_holdout_locust_swarm_infested_bonus_pct"			"%DAMAGE TO INFESTED:"
"DOTA_Tooltip_ability_holdout_locust_swarm_instant_heal_pct"				"%IMMEDIATE HEAL:"

"DOTA_Tooltip_ability_holdout_burrow_impale"						"Burrow Impale"
"DOTA_Tooltip_ability_holdout_burrow_impale_Description"			"Crypt Lord is burrowing himself and impale all enemy units around."
"DOTA_Tooltip_ability_holdout_burrow_impale_damage"					"DAMAGE:"
"DOTA_Tooltip_ability_holdout_burrow_impale_radius"					"RADIUS:"
"DOTA_Tooltip_ability_holdout_burrow_impale_tick_time"				"TIME BETWEEN IMPALES:"
"DOTA_Tooltip_ability_holdout_burrow_impale_duration"				"DURATION:"
"DOTA_Tooltip_ability_holdout_burrow_impale_total_impales_tooltip"	"TOTAL IMPALES:"
"DOTA_Tooltip_ability_holdout_burrow_impale_total_damage_tooltip"	"TOTAL DAMAGE:"


//DESERT WYRM
"DOTA_Tooltip_ability_holdout_entrench"						"Entrench"
"DOTA_Tooltip_ability_holdout_entrench_Description"			"Allows the Desert Wyrm to burrow under the earth, to avoid any source of damage. Deals damage and stun on release."
"DOTA_Tooltip_ability_holdout_entrench_Note0"				"Desert Wyrm is invulnerable when burrowed."
"DOTA_Tooltip_ability_holdout_entrench_Note1"				"Desert Wyrm Unentrench after %max_duration% automatically."
"DOTA_Tooltip_ability_holdout_entrench_disappear_time"		"BURROW TIME:"
"DOTA_Tooltip_ability_holdout_entrench_radius"				"RADIUS (UNENTRENCH):"
"DOTA_Tooltip_ability_holdout_entrench_damage_out"			"DAMAGE (UNENTRENCH):"
"DOTA_Tooltip_ability_holdout_entrench_stun_duration"		"STUN DURATION (UNENTRENCH):"
"DOTA_Tooltip_ability_holdout_entrench_max_duration"		"MAX BURROW TIME:"

"DOTA_Tooltip_ability_holdout_unentrench"					"Unentrench"
"DOTA_Tooltip_ability_holdout_unentrench_Description"		"Release the Desert Wyrm, dealing massive damage and stunning enemies around."
"DOTA_Tooltip_ability_holdout_unentrench_Note0"				"Desert Wyrm Unentrench after %max_duration% automatically."
"DOTA_Tooltip_ability_holdout_unentrench_disappear_time"	"BURROW TIME:"
"DOTA_Tooltip_ability_holdout_unentrench_radius"			"RADIUS:"
"DOTA_Tooltip_ability_holdout_unentrench_damage_out"		"DAMAGE:"
"DOTA_Tooltip_ability_holdout_unentrench_stun_duration"		"STUN DURATION:"

"DOTA_Tooltip_modifier_burrowing"						"Burrowing"
"DOTA_Tooltip_modifier_burrowing_Description"			"Digging gold!"

"DOTA_Tooltip_modifier_burrowed"						"Burrowed"
"DOTA_Tooltip_modifier_burrowed_Description"			"Desert Wyrm is invulnerable while burrowed."

"DOTA_Tooltip_ability_holdout_tornado_tempest"						"Tornado Tempest"
"DOTA_Tooltip_ability_holdout_tornado_tempest_Description"			"Sends a Tornado throwing enemies in the air, damaging them on landing."
"DOTA_Tooltip_ability_holdout_tornado_tempest_travel_distance"		"TORNADO DISTANCE:"
"DOTA_Tooltip_ability_holdout_tornado_tempest_travel_speed"			"TORNADO SPEED:"
"DOTA_Tooltip_ability_holdout_tornado_tempest_area_of_effect"		"AOE:"
"DOTA_Tooltip_ability_holdout_tornado_tempest_lift_duration"		"LIFT DURATION:"
"DOTA_Tooltip_ability_holdout_tornado_tempest_base_damage"			"DAMAGE:"
